# source-path (relative to /Users/nick/ai-os/shattered-sea/)	target/outcome	commit	date
notebooklm-export/2026-06-14/session-04-day-1.md	sessions/04-the-frog-the-owl-and-the-bomb/transcript-day-1.md (5 new claim lines appended to state-changes.md)	b6e0643	2026-07-14
wiki/entities/deities/umberlee.md	world/lore/umberlee.md	b5061711eb7a3ecfbd26203389f2a3f021906f47	2026-07-14
wiki/entities/characters/npcs/ruk.md	world/npcs/ruk.md	7dd93e3	2026-07-14
situations/active/surety-missing.md	homeless-pressure flag only (needs Crown/Hollowell faction pages, Port-Tidefall/Harwick/Kalowe/Central-Strait/Midchain location pages; ship-bound content deferred to hcs-surety.md canonize resume)	30c8099	2026-07-14
entities/places/settlements/calveno/casa-lupo.md	world/locations/casa-lupo.md	ce7913633c4d8d2d01c3b5e5ced1246687dd293c	2026-07-14
entities/characters/npcs/barnaby-rook.md	world/npcs/barnaby-rook.md	e9592d2	2026-07-14
entities/places/settlements/calveno/le-paludi.md	world/locations/le-paludi.md (new)	95d9f9c	2026-07-14
entities/characters/npcs/felix-aho.md	world/npcs/felix-aho.md	c0b9cea	2026-07-14
entities/characters/npcs/master-kyzil.md	world/npcs/master-kyzil.md — W9 promotion, canon rung 2	94a5cec	2026-07-14
notebooklm-export/2026-06-14/session-04-day-2.md	sessions/04-the-frog-the-owl-and-the-bomb/transcript-day-2.md (6 new claim lines appended to state-changes.md)	a91a48d	2026-07-14
entities/items/whip-shark-barb.md	world/items/whip-shark-barb.md	62eb3e93c9317df1882db9cc6f6d07e53e9d4eef	2026-07-14
situations/active/umberlees-message.md	world/lore/umberlee.md (expand)	2d16c2805112b61975403496378bcbd25b89b18f	2026-07-14
entities/places/settlements/calveno/moretti-and-sons.md	world/locations/moretti-and-sons.md	46156b1	2026-07-14
entities/items/letters-of-marque.md	world/items/letters-of-marque.md — canon rung 2	f6e99ad	2026-07-14
entities/characters/minor/marta-orsini.md	world/npcs/marta-orsini.md	fd2e4f7	2026-07-14
entities/characters/minor/vincenzo-black-jaw.md	world/npcs/vincenzo-black-jaw.md	42ca1e07f51cf71509064269abd567e72fee51f4	2026-07-14
entities/characters/minor/giacomo-moretti.md	world/npcs/giacomo-moretti.md (new, canon)	e44a17ccc15b834ec111bf634c7b83bcceacc6d4	2026-07-14
entities/characters/minor/oleandro-fuschi.md	world/npcs/oleandro-fuschi.md	b0989ae	2026-07-14
entities/factions/five-blades.md	world/factions/five-blades.md (new)	8251368	2026-07-14
situations/active/knighton-pursuit.md	world/npcs/rupert-knighton.md (absorbed, pending)	d4c9ca3	2026-07-14
entities/factions/chain-council.md	world/factions/chain-council.md (canon)	4cf8c61	2026-07-14
entities/characters/npcs/leviathan-entity.md	world/npcs/leviathan.md	3b7a611	2026-07-14
entities/characters/minor/capn-gorgeous.md	world/npcs/capn-gorgeous.md	0b25ddbf373308b8968c4c7906e7bf3baded96f6	2026-07-14
entities/characters/npcs/shepherd-grigori.md	world/npcs/shepherd-grigori.md	90387946964496988813cf8664c940d91b52f0a9	2026-07-14
entities/characters/npcs/branca.md	world/npcs/branca.md	c2d8332148f5089141ca0672dd83ecaf1ed6e5e9	2026-07-14
entities/places/islands/keth-naar.md	world/locations/keth-naar.md	8917436	2026-07-14
entities/characters/minor/cobb.md	world/npcs/cobb.md	f2c53261abe4f920a87f6fa2499c0c9fbdf4cdc5	2026-07-14
situations/active/who-commissioned-the-theft.md	world/factions/chain-council.md (expand, gap resolution)	0aa1427	2026-07-14
entities/characters/npcs/beaumont-sel.md	world/npcs/beaumont-sel.md	3eb102f	2026-07-14
notebooklm-export/2026-06-14/session-04-day-3.md	sessions/04-the-frog-the-owl-and-the-bomb/transcript-day-3.md (6 new claim lines appended to state-changes.md)	34a5b79	2026-07-14
entities/factions/the-passage.md	world/factions/the-passage.md	9a075654bad3cc7c672fa56d53696fe6ae1c5333	2026-07-14
entities/factions/tessarine-concordat.md	world/factions/tessarine-concordat.md	fbb1b746d5574f37f44d49761367c961bed8e9f7	2026-07-14
entities/factions/dravosi-crown.md	world/factions/dravosi-crown.md	aa5518a	2026-07-14
entities/characters/npcs/simone-tabarnack.md	world/npcs/simone-tabarnack.md	6068b54	2026-07-14
situations/active/shepherd-grigori-situation.md	world/npcs/shepherd-grigori.md (absorption) + world/locations/calveno-la-vasca.md (location fact)	ef89dec4f02425d7d53f47b3b07030189b1cc776	2026-07-14
notebooklm-export/2026-06-14/session-04-day-4.md	sessions/04-the-frog-the-owl-and-the-bomb/transcript-day-4.md + state-changes.md (3 new claims)	23c2de46cb50306f1c2d38e58880523e13418d00	2026-07-14
situations/dormant/draves-bloodline-question.md	world/factions/dravosi-crown.md	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
notebooklm-export/2026-06-14/session-04-day-5.md	sessions/04-the-frog-the-owl-and-the-bomb/transcript-day-5.md + state-changes.md (3 new claims)	e2185e57c03cc5021c986552557628239daffc07	2026-07-14
entities/characters/minor/essa-two-tooth.md	world/npcs/essa-two-tooth.md (pending) + warren relink	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
entities/characters/minor/pell.md	world/npcs/pell.md (canon)	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
wiki/entities/factions/vaka.md	world/factions/vaka.md (pending)	e0b57bcc645c3dda655346d9a8ea0c1175824d27	2026-07-14
entities/characters/minor/batta-zusto.md	world/npcs/batta-zusto.md	0f61492	2026-07-14
situations/active/nona-midchain-commission.md	world/locations/warren.md (pending, expand) + pcs/perrin-black-jaw.md (canon, expand) — nona-black-jaw deferred, no page written	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
entities/factions/black-jaw-run.md	world/factions/black-jaw-run.md (canon, new)	1a3c50e	2026-07-14
situations/active/the-canister.md	world/npcs/simone-tabarnack.md + world/locations/calveno-sewers-grung-magazines.md (absorbed)	a4c359f5fb51e6277a0f28a93d3017571eb99d296dbc6243d9b677e392954db3	2026-07-14
docs/campaign/legacy-skills/shattered-sea/wiki/entities/items/uncommon/puntura.md	world/items/puntura.md	200a61033566873d355488bb10fb8b4ed5ddab60	2026-07-14
lore/il-gioco-delle-beffe.md	world/lore/il-gioco-delle-beffe.md (+ narrative-islands/il-gioco-delle-beffe-dm.md folded)	ccbfd9fb2d3163ae10e74b3901930a1a613eb2ef	2026-07-14
situations/active/kalowe-drifting-hulk.md	world/quests/kalowe-drifting-hulk.md :: pending, quest_status: rumored	cf4348774593ab3ed2e2615846b83a7e0d4a0c6ae60206937e6d5349c7c8df17	2026-07-14
situations/active/kalowe-bad-receipt-cache.md	world/quests/kalowe-bad-receipt-cache.md (new quest, pending/rumored)	38fbe20	2026-07-14
situations/active/kalowe-sawek-bounty.md	world/quests/kalowe-sawek-bounty.md (new quest, pending/rumored)	0a394cf	2026-07-14
situations/active/kalowe-captains-map.md	world/quests/kalowe-captains-map.md (new quest, pending/rumored)	e38eaff	2026-07-14
situations/active/kalowe-merrows-prize.md	world/quests/kalowe-merrows-prize.md (new quest page, pending/rumored)	1bfb333	2026-07-14
situations/active/kalowe-takowan.md	world/quests/kalowe-takowan.md (new quest page, pending/rumored)	8073b45	2026-07-14
entities/characters/minor/reweti-kahurangi.md	world/npcs/reweti-kahurangi.md (pending)	718c0c9c1510e96daf5965160cfaac50482bc1ec984e8a329fd9c625ece17990	2026-07-14
entities/places/settlements/tidefall.md	world/locations/tidefall.md (canon r2) + reverse-links in kalowe-captains-map.md, kalowe-merrows-prize.md	5cfd7cb	2026-07-14
entities/creatures/planned/hunter-shark.md	world/creatures/hunter-shark.md pending	f208db1	2026-07-14
entities/characters/minor/sera-maddock.md	world/npcs/sera-maddock.md (pending)	0e051e541c15	2026-07-14
entities/creatures/active/sawek.md	world/creatures/sawek.md (pending — CR5 statblock, reverse-linked kalowe-sawek-bounty + grimaldis-dispensary)	2516ac9	2026-07-14
entities/places/settlements/kalowe/taufa-fifita-and-sons.md	world/locations/taufa-fifita-and-sons.md (pending)	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
entities/places/buildings/the-flat-water.md	world/locations/the-flat-water.md (pending)	d9519522	2026-07-14
entities/places/buildings/kalowe-waveservant-shrine.md	world/locations/kalowe-waveservant-shrine.md (pending)	167202e	2026-07-14
entities/characters/minor/davu-kamu.md	world/npcs/davu-kamu.md (pending)	c09d9d2	2026-07-14
entities/places/settlements/kalowe.md	world/locations/kalowe.md (canon r2)	42b3dc57a8fb775db434f92179aca2daf84a5fe9	2026-07-14
entities/places/settlements/port-tidefall.md	world/locations/tidefall.md (EXPAND) + 6 relinks resolved	1a4d20f	2026-07-14
entities/places/buildings/inspection-pier.md	world/locations/inspection-pier.md (pending, filled)	98f796e	2026-07-14
entities/places/buildings/fort-crestwall.md	world/locations/fort-crestwall.md (pending)	d6860618cb2b9f1f6fff488b30d71327ac6370b2	2026-07-14
entities/places/settlements/port-tidefall/port-tidefall-waveservant-shrine.md	world/locations/port-tidefall-waveservant-shrine.md (pending)	3c68e24	2026-07-14
entities/places/buildings/hook-and-ledger.md	world/locations/hook-and-ledger.md (pending, status: pending)	376b6552	2026-07-14
entities/places/buildings/anchor-and-line.md	world/locations/anchor-and-line.md (pending)	9d722252d0bacdc5f72efa555a59b59f247fe55a	2026-07-14
entities/places/buildings/the-governors-seat.md	world/locations/the-governors-seat.md (pending, +tidefall.md reverse-link)	f9393b0	2026-07-14
entities/places/buildings/harbourmasters-office.md	world/locations/harbourmasters-office.md (pending)	67e24088ad3f06a5e6fefa456a1d352414b29f39	2026-07-14
entities/places/buildings/tidefall-chandlery.md	world/locations/tidefall-chandlery.md (pending)	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
entities/places/regions/central-strait.md	world/locations/central-strait.md (canon r2)	f030f8e	2026-07-14
entities/places/islands/calders-tooth.md	world/locations/calders-tooth.md (island page, pending)	bde76d60ffaf180b144c8a38bfe81eb8e5538c3f	2026-07-14
entities/places/buildings/tessarine-trade-house.md	world/locations/tessarine-trade-house.md (pending)	ccbaac6	2026-07-14
entities/places/buildings/fifitas-slip.md	world/locations/fifitas-slip.md (pending, boatyard stub)	d21fea1f2e9b59253b8f513ab47565b3ae1f9cf6	2026-07-14
entities/places/buildings/south-harbour-impound.md	world/locations/south-harbour-impound.md → pending	4dfe85c	2026-07-14
entities/places/buildings/the-mud-pits.md	world/locations/the-mud-pits.md — ingested pending	506dfd3	2026-07-14
entities/places/buildings/wibowos-provisions.md	world/locations/wibowos-provisions.md	f925a47	2026-07-14
entities/places/buildings/ormssons-fittings.md	world/locations/ormssons-fittings.md (pending)	d367d5458580c6ded974c423e03541e3f2800819eb7f4fe79171bdd39f6dc08d	2026-07-14
entities/places/buildings/fare-ia.md	world/locations/fare-ia.md (new, pending) + relink pass: tidefall.md, calders-tooth.md, felix-aho.md	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
entities/places/buildings/shelf-instrument-dealer.md	world/locations/shelf-instrument-dealer.md (pending)	2c99e40	2026-07-14
entities/places/settlements/south-harbour.md	world/locations/south-harbour.md (pending)	f85253e	2026-07-14
entities/places/settlements/calders-tooth/overland-track.md	world/locations/overland-track.md (pending)	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
entities/places/settlements/calveno/waveservant-shrine.md	world/locations/waveservant-shrine.md (canon r2)	c75e3eed4cf38d7d5262e719f2be6371c8b94682	2026-07-14
entities/places/islands/orak.md	world/locations/orak.md — landed, relinked sera-maddock.md + kalowe-captains-map.md + grimaldis-dispensary.md	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
entities/places/settlements/calveno/cabinet-of-morsani.md	world/locations/cabinet-of-morsani.md (pending)	ebfa3e1	2026-07-14
entities/places/settlements/calveno/acqua-nera.md	world/locations/acqua-nera.md (pending)	1a5ca7f1ea1cc41f73875152efa3c676469146f9	2026-07-14
entities/places/settlements/calveno/la-cenere.md	world/locations/la-cenere.md (pending — new page, no session hits)	629d7c4b742484acab30e86e3259e577eacb0dc1	2026-07-14
entities/places/islands/veth.md	world/locations/veth.md — landed, reverse-linked grung-clans.md + kalowe-bad-receipt-cache.md + kalowe-sawek-bounty.md (canon r2, thin)	cdf28db20705ec57cc58a82fb9a892f8153a2ed1	2026-07-14
entities/places/settlements/calveno/carpenters-slip.md	world/locations/carpenters-slip.md	d3b1b9bbce70af828dfd60a25fbeee9db88a3c74	2026-07-14
entities/places/settlements/calveno/kats-curios.md	world/locations/kats-curios.md (pending) — landed, reverse-linked calveno/catarina-davirelli/puntura/whip-shark-barb/ship-upgrades/cabinet-of-morsani	cf61d58e6ac1c08999820338d46255ba84fe14c9	2026-07-14
entities/places/regions/the-drowned-maw.md	world/locations/the-drowned-maw.md (canon r2, new region page + 13-file reverse-link sweep)	8eab1859	2026-07-14
entities/places/buildings/cats-curios.md	world/locations/kats-curios.md (pending) — EXPAND, folded brass-cat + animated-rug-of-smothering source links, services already covered	45a24954b0b6dfa063a817a43f18d1195e029f8d	2026-07-14
entities/places/regions/midchain.md	world/locations/midchain.md — canon r2, HUB RISK reverse-link pass (26 files)	85f6b780d813e7e387394d37bb3e042bf6da4912	2026-07-14
entities/characters/crew/drav-holke.md	world/npcs/drav-holke.md (pending)	b4b9a4007d9416fcb51d014493de5dd6842f4f32	2026-07-14
entities/characters/crew/lenne-vor.md	world/npcs/lenne-vor.md (pending)	00710fc	2026-07-14
entities/characters/crew/fen.md	world/npcs/fen.md — landed	c0df99a	2026-07-14
entities/characters/crew/noor.md	world/npcs/noor.md (canon r2)	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
entities/characters/crew/wessa.md	world/npcs/wessa.md (pending)	7ffa1d52611d0afc23a402de4fa2d276888e68c3	2026-07-14
entities/characters/crew/sem-holst.md	world/npcs/sem-holst.md (canon r2)	28eee6c0f79c9056b63d7a7cf23bcc1fd8a0a7d7	2026-07-14
entities/factions/beaumonts-crew.md	world/factions/beaumonts-crew.md (canon r2)	c57fffa	2026-07-14
entities/characters/crew/geoffrey-draves.md	world/npcs/geoffrey-draves.md (canon r2)	c4cefb1	2026-07-14
entities/characters/crew/thunk.md	world/npcs/thunk.md (canon r2)	7d647f8	2026-07-14
entities/characters/crew/old-faas.md	world/npcs/old-faas.md — canon r2 landed + 4-page reverse-link sweep (hcs-surety, shepherd-grigori, thunk, sem-holst)	06247806eeba8b6ee359748d2a43368a64cf223eb130f15fe25bc7d9e3999f18	2026-07-14
entities/characters/npcs/dario-vanni.md	world/npcs/dario-vanni.md (pending)	e4b21f7	2026-07-14
entities/places/settlements/warren/tangle-chambers.md	world/locations/tangle-chambers.md (pending)	ddaed4af	2026-07-14
entities/characters/minor/savia-brentino.md	world/npcs/savia-brentino.md (pending — unconfirmed prep material, R18 relink closed)	771e2f8	2026-07-14
entities/characters/minor/prospero-morsani.md	world/npcs/prospero-morsani.md (pending)	f9174856eaed557de6edbf2bb8e11218de457325	2026-07-14
entities/places/settlements/warren/marrows.md	world/locations/marrows.md (pending)	4d312841054ea5acb257fcc75a56672e55b30f8c	2026-07-14
entities/places/settlements/warren/the-splint.md	world/locations/the-splint.md (pending)	a3475ea	2026-07-14
entities/places/settlements/warren/low-lamp.md	world/locations/low-lamp.md — pending, no session hits	e92297c4923afc5d28e5adb2a62607542fd154a0	2026-07-14
entities/characters/minor/lavinia-sordi.md	world/npcs/lavinia-sordi.md (pending)	6acde42	2026-07-14
narrative-islands/warren-nonas-table.md	world/quests/warren-nonas-table.md (new quest page, pending)	6e42a7b	2026-07-14
narrative-islands/warren-marrows-crate.md	world/quests/warren-marrows-crate.md (new — pending, no session hits)	ead9583c725c92e224ffc0c8aa3e73aa06e222aa	2026-07-14
entities/characters/npcs/rael-corven.md	world/npcs/rael-corven.md (pending)	9791bfc06fe8889b22453428501573407a5baaf0	2026-07-14
entities/characters/npcs/verity-hollowell.md	world/npcs/verity-hollowell.md (pending)	d249ad1	2026-07-14
entities/characters/npcs/maren.md	world/npcs/maren.md (pending)	46c2bc6c327b753baa44d769f19309029788fc4cc6ecdcee2780283de212d7a4	2026-07-14
entities/characters/npcs/commander-gideon-ault.md	world/npcs/commander-gideon-ault.md (pending)	31323f0be12d57c52d3be89c606c37b6ebd57173dc1deeac716cbd7d0403c899	2026-07-14
entities/characters/npcs/elder-anton.md	world/npcs/elder-anton.md (pending)	fc8249f796319ef3c69b49fc046bb1fdf32fd5f8	2026-07-14
entities/characters/npcs/admiral-fisk.md	world/npcs/admiral-fisk.md (pending)	997daa7	2026-07-14
entities/characters/npcs/serafina-windfall-fisk.md	world/npcs/serafina-windfall-fisk.md (pending)	cee102a	2026-07-14
narrative-islands/warren-ferrin-locke.md	world/quests/warren-ferrin-locke.md (pending)	b1764f5d76ebf10774dafdb7290bb5a55d98dfe2	2026-07-14
entities/characters/npcs/noa-fifita.md	world/npcs/noa-fifita.md (pending, reverse-linked kalowe-takowan + fifitas-slip + kalowe)	d7447ff	2026-07-14
narrative-islands/warren-bela-silt-paw.md	world/quests/warren-bela-silt-paw.md (new quest, pending) + reverse-link warren.md, bela-silt-paw.md	7a397a24	2026-07-14
entities/places/settlements/calveno/studio-orsini.md	world/locations/studio-orsini.md (already-covered, no new content — duplicate of buildings/studio-orsini.md path, see 0b6c256)	0b6c256	2026-07-14
entities/characters/minor/giacinto.md	world/npcs/giacinto.md (new)	1a64297	2026-07-14
entities/places/settlements/al-fondale.md	world/locations/al-fondale.md (new, canon)	7f1a10e8250ae69bf0796b998f5b4d425fae57c5	2026-07-14
entities/characters/npcs/bice-riva.md	world/npcs/bice-riva.md (new)	e17235f	2026-07-14
entities/characters/npcs/ettore-lupo.md	world/npcs/ettore-lupo.md (new, pending)	e815410	2026-07-14
